SG_UF,Município,SG_PARTIDO,NM_CANDIDATO,porte_municipio,votos_nominais,NR_IDADE_DATA_POSSE,DS_GENERO,DS_COR_RACA,eleito,percentual,ano
TO,Paraíso do Tocantins,PT,LOURENILDE FERREIRA DA SILVA,Médio,163,37,Feminino,Sem informação,Não,0.10837765957446809,2020
BA,Itaju do Colônia,PT,RAIMUNDO OLIVEIRA SILVA FILHO,Pequeno,162,51,Masculino,Negra,Não,0.1438721136767318,2020
BA,Santa Maria da Vitória,PT,ARLEN NIURY DE OLIVEIRA RAMOS,Pequeno,162,35,Masculino,Negra,Não,0.04649827784156142,2020
BA,Tucano,PT,JOSE DA SILVA PASSO,Médio,162,44,Masculino,Negra,Não,0.04574978819542502,2020
CE,Brejo Santo,PT,JOÃO LEITE MEDEIROS,Pequeno,162,53,Masculino,Branca,Não,0.11982248520710059,2020
CE,Crato,PT,CICERA EDNA PEREIRA TELES,Médio,162,46,Feminino,Branca,Não,0.021637505008681716,2020
CE,Poranga,PT,ANA PAULA GOMES DE SOUSA MACHADO,Pequeno,162,39,Feminino,Branca,Não,0.04250852794542115,2020
CE,Tarrafas,PT,JOSÉ LINO DE OLIVEIRA,Pequeno,162,56,Masculino,Negra,Não,0.3182711198428291,2020
MA,Alcântara,PT,MARCIO RUAN AMORIM,Pequeno,162,40,Masculino,Branca,Não,0.20099255583126552,2020
MA,Graça Aranha,PT,MAYLSON DA SILVA PEREIRA,Pequeno,162,24,Masculino,Branca,Não,0.0865847140566542,2020
MG,Glaucilândia,PT,JOSE VIEIRA CUNHA,Pequeno,162,77,Masculino,Negra,Sim,0.22816901408450704,2020
MG,Mendes Pimentel,PT,WESLEY CALDEIRA DA SILVA,Pequeno,162,21,Masculino,Negra,Sim,0.421875,2020
MG,Passos,PT,FABIANA NASCIMENTO MARQUES,Médio,162,43,Feminino,Branca,Não,0.07117750439367311,2020
MT,Tangará da Serra,PT,JOSÉ ROSA DE PAULA,Médio,162,52,Masculino,Negra,Não,0.09884075655887736,2020
PB,Monteiro,PT,VALDENICIO HERCULANO DA SILVA,Pequeno,162,40,Masculino,Negra,Não,0.18305084745762712,2020
PI,João Costa,PT,CLEBER MAGALHAES CARDOSO,Pequeno,162,38,Masculino,Negra,Sim,0.1641337386018237,2020
PR,Cambará,PT,CASSIANO TELES DE MENEZES,Pequeno,162,34,Masculino,Branca,Não,0.242152466367713,2020
RJ,Angra dos Reis,PT,MAURO NASCIMENTO DOS SANTOS,Médio,162,35,Masculino,Branca,Não,0.1424802110817942,2020
RN,Pilões,PT,FRANCISCO DARINALDO DUARTE CAMILO,Pequeno,162,41,Masculino,Sem informação,Não,0.34763948497854075,2020
RS,Candiota,PT,RONALD GABRIEL DAMBROSIO MANSOUR,Pequeno,162,30,Masculino,Branca,Não,0.08823529411764706,2020
RS,Guarani das Missões,PT,ORLY INACIO REIDEL,Pequeno,162,64,Masculino,Branca,Sim,0.20300751879699247,2020
RS,Jacutinga,PT,SANDRA MARI SOARES,Pequeno,162,46,Feminino,Negra,Sim,0.32727272727272727,2020
RS,Piratini,PT,JOSE TIAGO FAMOSO MONTANHO,Pequeno,162,52,Masculino,Branca,Não,0.09914320685434516,2020
SC,São Domingos,PT,LUAN TARCISO MAURA,Pequeno,162,30,Masculino,Branca,Não,0.1148936170212766,2020
SP,Carapicuíba,PT,PEDRINA DE SOUSA DA SILVA,Grande,162,48,Feminino,Branca,Não,0.014771587489741953,2020
SP,Itaberá,PT,EDUARDO JOSÉ DA SILVA,Pequeno,162,29,Masculino,Branca,Não,0.1641337386018237,2020
SP,Valinhos,PT,CAIO FERNANDO AGUIAR,Médio,162,42,Masculino,Branca,Não,0.08075772681954138,2020
TO,Porto Nacional,PT,ADAO FERREIRA DA SILVA,Médio,162,47,Masculino,Negra,Não,0.08995002776235425,2020
AC,Assis Brasil,PT,EDUARDO MARQUES DE ARAUJO,Pequeno,161,58,Masculino,Branca,Sim,0.20614596670934698,2020
AC,Manoel Urbano,PT,SERGIO SILVA GARCIA,Pequeno,161,40,Masculino,Indígena,Não,0.22085048010973937,2020
AM,Presidente Figueiredo,PT,LUIZ AUGUSTO SCHWADE,Pequeno,161,30,Masculino,Branca,Não,0.4117647058823529,2020
AM,Urucurituba,PT,MARILENE MENDONÇA TAVARES,Pequeno,161,50,Feminino,Negra,Sim,0.1689401888772298,2020
BA,Belmonte,PT,HERVTON DO NASCIMENTO SANTOS,Pequeno,161,40,Masculino,Negra,Não,0.07193923145665773,2020
BA,Itacaré,PT,JOSÉ DOS SANTOS RIBEIRO,Pequeno,161,46,Masculino,Negra,Não,0.06996957844415472,2020
BA,Itaeté,PT,MARIA ROSA CARVALHO GONÇALVES,Pequeno,161,55,Feminino,Negra,Não,0.17692307692307693,2020
BA,Salvador,PT,EVERALDINO FELIX DOS SANTOS,Grande,161,40,Masculino,Negra,Não,0.002127350325709227,2020
BA,Wanderley,PT,PAULO HENRIQUE DE SOUZA JORGE,Pequeno,161,26,Masculino,Negra,Não,0.13316790736145576,2020
CE,Barreira,PT,FRANCISCO EDSON FIRMINO DE LIMA,Pequeno,161,42,Masculino,Branca,Não,0.042694245558207375,2020
CE,Pacoti,PT,MARCOS ANTONIO DE SOUSA,Pequeno,161,52,Masculino,Negra,Não,0.16563786008230452,2020
ES,Vitória,PT,MARIA APARECIDA REZENDE DA SILVA,Grande,161,53,Feminino,Negra,Não,0.014556962025316455,2020
MA,Campestre do Maranhão,PT,EDEN DOS SANTOS RODRIGUES,Pequeno,161,47,Masculino,Negra,Não,0.11599423631123919,2020
MA,Chapadinha,PT,OSEAS LOPES FILHO,Médio,161,58,Masculino,Negra,Não,0.2692307692307692,2020
MA,Itinga do Maranhão,PT,CLAUDEMIR VIEIRA DA SILVA,Pequeno,161,45,Masculino,Negra,Não,0.11864406779661017,2020
MA,Monção,PT,ANTONIO SILVA DINIZ BARROS,Pequeno,161,56,Masculino,Negra,Não,0.06356099486774576,2020
MA,São Mateus do Maranhão,PT,VALENTIM SOUZA,Pequeno,161,66,Masculino,Negra,Não,0.08442579968536969,2020
MG,Bicas,PT,ALOYSIO BARBOSA BORGES,Pequeno,161,51,Masculino,Branca,Sim,0.2316546762589928,2020
MG,Patis,PT,WALDIR PEREIRA DE SOUZA NETO,Pequeno,161,47,Masculino,Branca,Não,0.17386609071274298,2020
MG,Tarumirim,PT,EMILIO ZACARIAS FIALHO,Pequeno,161,61,Masculino,Negra,Não,0.09728096676737161,2020
MS,Itaquiraí,PT,JOSUE RUBIM DE MORAES,Pequeno,161,48,Masculino,Branca,Não,0.123941493456505,2020
MS,Ponta Porã,PT,EDIVALDO VIEIRA,Médio,161,37,Masculino,Branca,Não,0.10280970625798212,2020
PA,Barcarena,PT,ANTÔNIO CARLOS PEREIRA DOS SANTOS,Médio,161,64,Masculino,Negra,Não,0.06584867075664622,2020
PA,Nova Ipixuna,PT,WILSON SARAIVA NABATE,Pequeno,161,45,Masculino,Negra,Não,0.12798092209856915,2020
PE,Capoeiras,PT,REGINALDO LINS SANTOS,Pequeno,161,40,Masculino,Negra,Não,0.08082329317269077,2020
PE,Olinda,PT,MARINEIDE DE SOUZA CORREIA,Grande,161,71,Feminino,Negra,Não,0.016129032258064516,2020
PR,Jardim Alegre,PT,JOSE ROBERTO DE MATOS,Pequeno,161,47,Masculino,Negra,Não,0.15333333333333332,2020
PR,Piraquara,PT,MARIANNA DOS SANTOS,Médio,161,26,Feminino,Branca,Não,0.18008948545861297,2020
PR,Quinta do Sol,PT,GEOVANI ALVES TEIXEIRA,Pequeno,161,24,Masculino,Negra,Sim,0.22612359550561797,2020
PR,Tibagi,PT,DENIVALDO ALVES DE SOUZA,Pequeno,161,24,Masculino,Negra,Não,0.20588235294117646,2020
RN,Areia Branca,PT,GECILDA MONTEIRO DANTAS,Pequeno,161,57,Feminino,Negra,Não,0.5366666666666666,2020
RS,Encruzilhada do Sul,PT,FABRICIO SOARES DE BORBA CORRÊA,Pequeno,161,35,Masculino,Branca,Não,0.18171557562076748,2020
RS,Paim Filho,PT,ALDAIR ANTONIO PONTEL,Pequeno,161,51,Masculino,Branca,Sim,0.10550458715596331,2020
RS,São Lourenço do Sul,PT,DILMAR SILVEIRA,Pequeno,161,52,Masculino,Branca,Não,0.02286282306163022,2020
SC,Araranguá,PT,EDUARDO FERNANDES MARTINELLO,Médio,161,22,Masculino,Branca,Não,0.06338582677165354,2020
SC,Campo Erê,PT,REMI FRANCISCO BIANCHI,Pequeno,161,72,Masculino,Branca,Não,0.17349137931034483,2020
SC,Ilhota,PT,ROGÉRIO FLÔR DE SOUZA,Pequeno,161,51,Masculino,Branca,Não,0.4548022598870056,2020
SC,Ipumirim,PT,ADELAR APPELT,Pequeno,161,46,Masculino,Branca,Não,0.13175122749590834,2020
SP,Araraquara,PT,VAGNER MARQUES LUIZ,Médio,161,53,Masculino,Branca,Não,0.011608623548922056,2020
SP,Embu das Artes,PT,ALEX GOUVEIA SILVA,Médio,161,45,Masculino,Negra,Não,0.029294032023289666,2020
SP,Itaquaquecetuba,PT,SEBASTIÃO ROMÃO DA SILVA,Grande,161,63,Masculino,Negra,Não,0.04177477944992216,2020
SP,Santos,PT,JOAO BENICIO DA SILVA,Grande,161,50,Masculino,Branca,Não,0.012865590538596771,2020
SP,São Paulo,PT,MARIZETE PEREIRA DE JESUS,Grande,161,44,Feminino,Negra,Não,2.8644068098158417e-4,2020
SP,Taquaritinga,PT,ELIZABETE PEREIRA PARDINHO,Médio,161,56,Feminino,Branca,Não,0.1278792692613185,2020
SP,Ubatuba,PT,LUIZ FERNANDO DOS SANTOS,Médio,161,38,Masculino,Negra,Não,0.09492924528301887,2020
SP,Valinhos,PT,ATHANIS MOLAS RODRIGUES,Médio,161,32,Masculino,Branca,Não,0.08025922233300099,2020
TO,Formoso do Araguaia,PT,ELSINAR CABRAL FERREIRA,Pequeno,161,52,Feminino,Negra,Não,0.21381142098273573,2020
BA,Anagé,PT,JOAQUIM ROCHA SANTOS,Pequeno,160,39,Masculino,Negra,Não,0.05822416302765648,2020
BA,Baixa Grande,PT,JOÃO DE JESUS MACÊDO,Pequeno,160,67,Masculino,Negra,Não,0.11510791366906475,2020
BA,Baixa Grande,PT,MARIA HELENA PEREIRA DE OLIVEIRA SÃO LEÃO,Pequeno,160,53,Feminino,Negra,Não,0.11510791366906475,2020
BA,Dom Macedo Costa,PT,LUCILENE PITON SILVA SANTOS,Pequeno,160,60,Feminino,Branca,Não,0.08820286659316427,2020
BA,Gongogi,PT,GUTEMBERGUE ARCANJO DE JESUS,Pequeno,160,38,Masculino,Negra,Sim,0.28520499108734404,2020
BA,Luís Eduardo Magalhães,PT,MARCIO SANTOS GONÇALVES,Médio,160,41,Masculino,Negra,Não,0.14911463187325255,2020
CE,Acaraú,PT,MARIA DE LOURDES OLIVEIRA PEREIRA,Médio,160,50,Feminino,Branca,Não,0.02171847427718203,2020
GO,Ceres,PT,WARLLEY FELIPE DE OLIVEIRA,Pequeno,160,20,Masculino,Branca,Não,0.22253129346314326,2020
MA,Bacabal,PT,LUZILEIDE SILVA DE ALMEIDA,Médio,160,37,Feminino,Negra,Não,0.21978021978021978,2020
MA,Santa Rita,PT,MARCIO RIBEIRO DA SILVA SANTANA,Pequeno,160,32,Masculino,Negra,Sim,0.13400335008375208,2020
MG,Alfenas,PT,WALDEVINO GERALDO FREDERICO,Médio,160,63,Masculino,Negra,Não,0.026130981544994283,2020
MG,Capitão Enéas,PT,EDINALDO ALVES PEQUENO,Pequeno,160,62,Masculino,Negra,Não,0.1442741208295762,2020
MG,Carandaí,PT,ADILSON RICARDO DE SOUZA,Pequeno,160,45,Masculino,Branca,Não,0.14109347442680775,2020
MG,Conselheiro Lafaiete,PT,INÊS MARIA MARZANO MARQUES SOUZA,Médio,160,56,Feminino,Branca,Não,0.03558718861209965,2020
MG,Divinópolis,PT,JORGE NEVES MELGAÇO,Médio,160,66,Masculino,Negra,Não,0.04160166406656266,2020
MG,Rio Pardo de Minas,PT,ALDINEI SEBASTIÃO DIAS LEÃO,Pequeno,160,37,Masculino,Negra,Não,0.070298769771529,2020
MG,Tombos,PT,VANDERLI PEREIRA PINHEIRO,Pequeno,160,65,Masculino,Branca,Sim,0.1051939513477975,2020
MG,Virginópolis,PT,WILIAN TANURE ANASTÁCIO DA SILVA,Pequeno,160,30,Masculino,Negra,Sim,0.18604651162790697,2020
MT,Barra do Bugres,PT,ENIO FERREIRA DA SILVA,Pequeno,160,45,Masculino,Negra,Não,0.23255813953488372,2020
MT,Diamantino,PT,CARLINDO REI DE ALMEIDA,Pequeno,160,51,Masculino,Negra,Não,0.34557235421166305,2020
PA,Ourém,PT,ANTÔNIA DOS SANTOS RIBEIRO,Pequeno,160,46,Feminino,Negra,Não,0.0751526538280883,2020
PB,Alhandra,PT,HILDEBRANDO MONTEIRO,Pequeno,160,48,Masculino,Branca,Não,0.6349206349206349,2020
PE,Itaíba,PT,JOSÉ BEZERRA DE LIMA NETO,Pequeno,160,38,Masculino,Negra,Não,0.0631911532385466,2020
PI,Antônio Almeida,PT,FABIO CESAR MARTINS OLIVEIRA,Pequeno,160,49,Masculino,Negra,Sim,0.321285140562249,2020
PI,Ilha Grande,PT,JOSE VIANA DO NASCIMENTO,Pequeno,160,57,Masculino,Negra,Não,0.33195020746887965,2020
PI,Inhuma,PT,GILBERTO PEREIRA DA SILVA,Pequeno,160,56,Masculino,Negra,Não,0.03683241252302026,2020
PI,Sussuapara,PT,BALDUINO JOAQUIM DOS SANTOS,Pequeno,160,51,Masculino,Negra,Não,0.06799830004249893,2020
PR,Paranapoema,PT,JOSE AUGUSTO SOARES,Pequeno,160,53,Masculino,Branca,Sim,0.1927710843373494,2020
PR,Salto do Itararé,PT,JOSÉ NILDO DOS SANTOS,Pequeno,160,44,Masculino,Branca,Sim,0.16859852476290832,2020
RJ,Nova Iguaçu,PT,MICHELLE PESSANHA CABRAL,Grande,160,41,Feminino,Branca,Não,0.04290694556181282,2020
RS,Constantina,PT,JANICE ROSALIA LORENZI FAVARETTO,Pequeno,160,45,Feminino,Branca,Não,0.17094017094017094,2020
RS,Esteio,PT,JANAÍNA BEATRIZ MACHADO DOS SANTOS,Médio,160,43,Feminino,Branca,Não,0.025074439742986992,2020
RS,Faxinal do Soturno,PT,LISANDRA LOCATELI PEREIRA,Pequeno,160,42,Feminino,Branca,Sim,0.15252621544327932,2020
RS,Jaguari,PT,LEOPAULO OLIVEIRA BECKER,Pequeno,160,58,Masculino,Branca,Não,0.42216358839050133,2020
RS,Marcelino Ramos,PT,ADILSON LAVALL,Pequeno,160,52,Masculino,Branca,Sim,0.16210739614994935,2020
RS,Nova Roma do Sul,PT,JOSÉ LUIZ COMIN,Pequeno,160,52,Masculino,Branca,Sim,0.35320088300220753,2020
RS,Novo Barreiro,PT,PAULO CESAR KLEIN,Pequeno,160,51,Masculino,Branca,Sim,0.2841918294849023,2020
RS,Palmares do Sul,PT,GRACIANE DE LIMA ROSA,Pequeno,160,33,Feminino,Negra,Não,0.16842105263157894,2020
RS,Rio Grande,PT,CARLOS MARCELO BORGES LIMA,Médio,160,47,Masculino,Negra,Não,0.012509773260359656,2020
RS,Sagrada Família,PT,MAURO FERNANDO BRIZOLA,Pequeno,160,33,Masculino,Negra,Sim,0.24960998439937598,2020
RS,São Lourenço do Sul,PT,VALÉRIA STALLBAUM,Pequeno,160,52,Feminino,Branca,Não,0.02272081794944618,2020
SC,Abelardo Luz,PT,LEVI ELIAS DO AMARANTE,Pequeno,160,50,Masculino,Negra,Não,0.05856515373352855,2020
SC,Iraceminha,PT,SIRLENE SCHNEIDER VIVIAN,Pequeno,160,43,Feminino,Branca,Não,1,2020
SC,Lebon Régis,PT,NILCE DIAS MARTINS,Pequeno,160,38,Feminino,Branca,Não,0.22566995768688294,2020
SC,Quilombo,PT,SUELI DE RUFINA TLUSZC,Pequeno,160,56,Feminino,Negra,Não,0.09286128845037725,2020
SP,Piracicaba,PT,DELVITA RODRIGUES DE OLIVEIRA FERRO,Grande,160,70,Feminino,Negra,Não,0.023071377072819033,2020
SP,Salto,PT,LUCIANE FREDO DE LIMA,Médio,160,23,Feminino,Branca,Não,0.050697084917617236,2020
SP,São Paulo,PT,MARCOS ANTONIO VIEIRA DE MEDEIROS,Grande,160,29,Masculino,Negra,Não,2.846615463171023e-4,2020
BA,Bom Jesus da Lapa,PT,LUCAS FERREIRA LIMA SANTOS,Médio,159,19,Masculino,Negra,Não,0.03511484098939929,2020
BA,Boninal,PT,JOÃO DE SOUSA BURITI,Pequeno,159,59,Masculino,Branca,Não,0.07670043415340087,2020
BA,Maetinga,PT,ABENIDIO LOPES DE ALMEIDA,Pequeno,159,68,Masculino,Negra,Não,0.07158937415578569,2020
CE,Altaneira,PT,GENIVAL PONCIANO DA SILVA,Pequeno,159,56,Masculino,Branca,Não,0.06066386875238459,2020
GO,Crixás,PT,VOLMIR DE OLIVEIRA ZANATTO,Pequeno,159,49,Masculino,Branca,Não,0.2523809523809524,2020
GO,Valparaíso de Goiás,PT,OLÍZIA ALVES DE MATOS SILVA,Médio,159,52,Feminino,Branca,Não,0.09578313253012048,2020
MA,Turiaçu,PT,CREONE LOPES VIEIRA,Pequeno,159,35,Masculino,Negra,Não,0.057297297297297295,2020
MG,Araponga,PT,ROMUALDO JOSÉ DE MACEDO,Pequeno,159,60,Masculino,Branca,Não,0.27461139896373055,2020
MG,Itamarandiba,PT,MONICA ADELAIDE FERNANDES MOREIRA,Pequeno,159,45,Feminino,Negra,Não,0.05182529335071708,2020
MG,Luislândia,PT,EDVALDO FRANCISCO RAPOSO,Pequeno,159,47,Masculino,Negra,Não,0.14145907473309607,2020
MG,Pará de Minas,PT,GIOVANI DE LIMA LUCIO,Médio,159,55,Masculino,Branca,Não,0.106,2020
MG,Rio Vermelho,PT,WASHINGTON BARROSO,Pequeno,159,45,Masculino,Negra,Não,0.1715210355987055,2020
MG,Serro,PT,EVALDO SALES CARDOSO,Pequeno,159,31,Masculino,Negra,Não,0.17060085836909872,2020
PB,Campina Grande,PT,RITA DE CASSIA HENRIQUES DA SILVA,Grande,159,44,Feminino,Negra,Não,0.025803310613437196,2020
PB,Gurjão,PT,JOSE EDVAN DOS SANTOS,Pequeno,159,46,Masculino,Negra,Sim,0.2654424040066778,2020
PE,Pedra,PT,FÁBIO LOPES DINIZ,Pequeno,159,50,Masculino,Branca,Não,0.150997150997151,2020
PE,Trindade,PT,CICERO CAVALCANTE TAVARES,Pequeno,159,35,Masculino,Negra,Não,0.14337240757439135,2020
PI,Alto Longá,PT,GENIVAL ALENCAR MELO,Pequeno,159,59,Masculino,Negra,Não,0.08246887966804979,2020
PI,Riacho Frio,PT,EVANDRO MARTINS DIAS,Pequeno,159,46,Masculino,Negra,Não,0.36384439359267734,2020
PR,Ponta Grossa,PT,ALEXANDRE INNANI JUSTUS,Grande,159,30,Masculino,Branca,Não,0.055769905296387236,2020
RS,Alvorada,PT,ROSELI FANEZZI,Médio,159,64,Feminino,Branca,Não,0.019021414044742193,2020
RS,Cristal do Sul,PT,TIAGO PROPODOLSKI,Pequeno,159,33,Masculino,Branca,Sim,0.2966417910447761,2020
RS,Pontão,PT,DANIELA CAITANO DA SILVA OLIVEIRA,Pequeno,159,34,Feminino,Negra,Sim,0.13898601398601398,2020
RS,Redentora,PT,IVONILDO ALDAIR DOS SANTOS VIEIRA,Pequeno,159,42,Masculino,Branca,Não,0.2301013024602026,2020
RS,São Leopoldo,PT,ADÃO CARLOS ROMEIRO RODRIGUES,Médio,159,66,Masculino,Branca,Não,0.012144821264894592,2020
SC,Chapecó,PT,ALBINO FERREIRA DE CASTRO,Médio,159,49,Masculino,Branca,Não,0.02055060100814269,2020
SC,Coronel Freitas,PT,MAURO NIZZOLA,Pequeno,159,51,Masculino,Branca,Não,0.12193251533742332,2020
SC,Tangará,PT,NEIVA MANICA KERWAL,Pequeno,159,56,Feminino,Branca,Sim,0.33125,2020
SE,Itaporanga d'Ajuda,PT,ROSILEIDE CRUZ,Pequeno,159,38,Feminino,Negra,Não,0.5079872204472844,2020
SP,Carapicuíba,PT,DINAH DE ARAUJO BARROS,Grande,159,59,Feminino,Branca,Não,0.01449803957326525,2020
SP,Guarujá,PT,EDLER ANTONIO DA SILVA,Grande,159,45,Masculino,Branca,Não,0.014589832996880162,2020
SP,Guarulhos,PT,FRANCISCO ROGERIO TABOZA DA SILVA,Grande,159,50,Masculino,Negra,Não,0.003485389859488371,2020
SP,Indaiatuba,PT,MARCOS APARECIDO NAVARRO,Médio,159,53,Masculino,Indígena,Não,0.057504520795660034,2020
SP,São Carlos,PT,APARECIDO DIAS EVANGELISTA,Médio,159,54,Masculino,Negra,Não,0.025150268902246125,2020
SP,São Joaquim da Barra,PT,CLAUDINEI BAGATINI DA SILVA,Médio,159,52,Masculino,Branca,Não,0.05792349726775956,2020
SP,São Vicente,PT,JOSE IRAM VENANCIO NETO,Grande,159,59,Masculino,Branca,Não,0.04727921498661909,2020
BA,Maragogipe,PT,MARIA DAS GRAÇAS BARBOSA CALDAS,Pequeno,158,53,Feminino,Negra,Não,0.05035054174633524,2020
BA,Porto Seguro,PT,BRUNO DA SILVA SANTANA,Médio,158,30,Masculino,Negra,Não,0.06196078431372549,2020
BA,Prado,PT,JADIR RIGOTTI,Pequeno,158,61,Masculino,Branca,Não,0.12153846153846154,2020
BA,Riacho de Santana,PT,ADILSON OLIVEIRA DA SILVA,Pequeno,158,46,Masculino,Branca,Não,0.05798165137614679,2020
BA,Santo Antônio de Jesus,PT,MARIANA MORAIS DOS SANTOS,Médio,158,38,Feminino,Negra,Não,0.060513213328226734,2020
CE,Ipaumirim,PT,ANTONIO MARCOS DE SOUSA FERREIRA,Pequeno,158,43,Masculino,Negra,Não,0.11712379540400296,2020
CE,Santana do Acaraú,PT,FRANCISCO DAS CHAGAS CARNEIRO,Pequeno,158,39,Masculino,Negra,Não,0.12919051512673754,2020
ES,Jerônimo Monteiro,PT,MARCIA REGINA CANDIDO,Pequeno,158,48,Feminino,Negra,Não,0.5703971119133574,2020
GO,Itapuranga,PT,DIVINO FRAZAO DA SILVA,Pequeno,158,50,Masculino,Negra,Não,0.0722450845907636,2020
MG,Capinópolis,PT,BERNALDO EVARISTO CABRAL,Pequeno,158,56,Masculino,Branca,Não,0.3134920634920635,2020
MG,Caratinga,PT,GILSON DA COSTA ESMAEL,Médio,158,54,Masculino,Negra,Não,0.08554412560909583,2020
MG,Claro dos Poções,PT,FERNANDO OLDEMAR PRATES,Pequeno,158,59,Masculino,Branca,Não,0.187871581450654,2020
MG,Itacarambi,PT,CLAUDIA SILVA ALQUIMIM,Pequeno,158,45,Feminino,Negra,Não,0.1469767441860465,2020
MG,Josenópolis,PT,JOSÉ NILSON FIDELIS PEREIRA,Pequeno,158,33,Masculino,Negra,Sim,0.1835075493612079,2020
MG,Santo Antônio do Itambé,PT,MARIA APARECIDA ANDRADE OLIVEIRA,Pequeno,158,59,Feminino,Negra,Sim,0.16390041493775934,2020
MG,São João da Lagoa,PT,ARLEN SILVESTRE DUARTE GONÇALVES,Pequeno,158,37,Masculino,Negra,Não,0.6528925619834711,2020
PI,Dom Expedito Lopes,PT,JOSÉ DE ANCHIETA SOUSA,Pequeno,158,66,Masculino,Negra,Não,0.1941031941031941,2020
PI,Picos,PT,ISABEL MARIANA FERREIRA DA SILVA,Médio,158,26,Feminino,Branca,Não,0.024772656005017248,2020
PR,Colorado,PT,CILSO FERNANDES,Pequeno,158,55,Masculino,Negra,Não,0.3153692614770459,2020
RJ,Campos dos Goytacazes,PT,EDUARDO PEIXOTO DA SILVA,Grande,158,67,Masculino,Branca,Não,0.03665042913477151,2020
RS,Braga,PT,CENI SOUZA DALPRA,Pequeno,158,55,Feminino,Branca,Sim,0.28832116788321166,2020
RS,Caxias do Sul,PT,ELOISA DUARTE DA SILVA,Grande,158,45,Feminino,Negra,Não,0.008320606667017748,2020
RS,Itaqui,PT,SIRLENE NUNES VIEIRA,Pequeno,158,54,Feminino,Branca,Não,0.13469735720375106,2020
RS,São Pedro do Sul,PT,MAURILIA D AVILA TAVARES,Pequeno,158,47,Feminino,Branca,Não,0.06813281586890901,2020
RS,São Valério do Sul,PT,SIDUELIO MIGUEL,Pequeno,158,60,Masculino,Indígena,Sim,0.3104125736738703,2020
SC,Araranguá,PT,EDUARDO MERÊNCIO,Médio,158,52,Masculino,Branca,Não,0.06220472440944882,2020
SC,Ipumirim,PT,GUILHERME RENAN BENVENUTTI,Pequeno,158,22,Masculino,Branca,Não,0.12929623567921442,2020
SP,Indaiatuba,PT,JACQUELINE RIBEIRO DA SILVA,Médio,158,36,Feminino,Negra,Não,0.05714285714285714,2020
SP,Piracicaba,PT,JESUÉ PAULO ALVES,Grande,158,64,Masculino,Negra,Não,0.022782984859408797,2020
SP,Registro,PT,MARCOS AURELIO PORTELA,Médio,158,45,Masculino,Branca,Não,0.0769980506822612,2020
SP,Ribeirão Pires,PT,EZEQUIEL MELO DOS SANTOS,Médio,158,45,Masculino,Branca,Não,0.06945054945054945,2020
TO,Itacajá,PT,NATHALICE FRANÇA NUNES NOLETO,Pequeno,158,27,Feminino,Negra,Sim,0.18854415274463007,2020
AL,Olho d'Água do Casado,PT,CLEOMARCIO JOSÉ LEITE SANTOS,Pequeno,157,50,Masculino,Negra,Sim,0.115356355620867,2020
AL,Olho d'Água do Casado,PT,LUCIANO DE SOUZA FERNANDES,Pequeno,157,42,Masculino,Branca,Não,0.115356355620867,2020
BA,Araçás,PT,UITALO MAICON DOS SANTOS PEREIRA,Pequeno,157,27,Masculino,Negra,Não,0.09262536873156342,2020
BA,Entre Rios,PT,LAURO REINALDO MENEZES MATOS,Pequeno,157,21,Masculino,Negra,Não,0.1768018018018018,2020
BA,Ibirataia,PT,INDIARA SANTOS DE JESUS,Pequeno,157,44,Feminino,Negra,Não,0.27886323268206037,2020
CE,Brejo Santo,PT,WILLIAN FERNANDO DOMINGUES VILELA,Pequeno,157,38,Masculino,Branca,Não,0.11612426035502958,2020
ES,Nova Venécia,PT,MARIVALDO ANDRADE DA SILVA,Médio,157,34,Masculino,Negra,Não,0.18192352259559674,2020
GO,Trindade,PT,WESLEY CORREA DE TOLEDO,Médio,157,43,Masculino,Negra,Não,0.08925525866969869,2020
MA,Itinga do Maranhão,PT,JOSEVALDO MOTA DIAS,Pequeno,157,34,Masculino,Negra,Não,0.1156963890935888,2020
MA,Parnarama,PT,JACOBE ALMEIDA BARBOSA,Pequeno,157,39,Masculino,Negra,Não,0.32238193018480493,2020
MG,Brazópolis,PT,JOSÉ CARLOS DIAS,Pequeno,157,52,Masculino,Branca,Não,0.10522788203753351,2020
MG,Capitólio,PT,ISMAEL PINTO DOS SANTOS,Pequeno,157,51,Masculino,Branca,Sim,0.14631873252562907,2020
MG,Conceição de Ipanema,PT,ODAIR JOSE ALVES EMIDIO,Pequeno,157,40,Masculino,Branca,Sim,0.29904761904761906,2020
MG,Congonhas,PT,DOUGLAS JÚNIO PINTO,Médio,157,36,Masculino,Negra,Não,0.11875945537065052,2020
MG,Guaranésia,PT,LOLIANE DAVID COLPAS,Pequeno,157,57,Feminino,Branca,Não,0.14923954372623574,2020
MG,Guaranésia,PT,TIAGO DA SILVEIRA,Pequeno,157,34,Masculino,Branca,Não,0.14923954372623574,2020
MG,Juvenília,PT,JOSÉ ALVES DOS SANTOS,Pequeno,157,46,Masculino,Negra,Não,0.16337148803329865,2020
MG,Olaria,PT,VICENTE RIBEIRO DE MOURA,Pequeno,157,52,Masculino,Branca,Sim,0.39746835443037976,2020
MG,Sabinópolis,PT,IVANILDE SALOME DA SILVA,Pequeno,157,42,Feminino,Negra,Não,0.12702265372168284,2020
