SG_UF,Município,SG_PARTIDO,NM_CANDIDATO,porte_municipio,votos_nominais,NR_IDADE_DATA_POSSE,DS_GENERO,DS_COR_RACA,eleito,percentual,ano
MA,Vitória do Mearim,PT,OZIEL GOMES DA SILVA,Pequeno,552,36,Masculino,Negra,Sim,0.31833910034602075,2016
SC,Brusque,PT,MARLI LEANDRO,Médio,552,47,Feminino,Branca,Não,0.1503267973856209,2016
SP,São José dos Campos,PT,EDEN PRATA,Grande,552,49,Masculino,Branca,Não,0.018484412148812912,2016
AP,Macapá,PT,GEAM LAMARÃO DIAS,Grande,551,43,Masculino,Negra,Não,0.12505674080798912,2016
BA,Pé de Serra,PT,GILVANIO FIGUEIREDO DOS SANTOS,Pequeno,551,41,Masculino,Branca,Sim,0.915282392026578,2016
SP,Embu-Guaçu,PT,REINALDO FRANCO DE SOUZA,Médio,551,38,Masculino,Negra,Não,0.8412213740458016,2016
BA,Serrinha,PT,FERNANDO OLIVEIRA DE ARAUJO,Médio,550,54,Masculino,Branca,Não,0.08485035482875655,2016
MG,João Monlevade,PT,GENTIL LUCAS MOREIRA BICALHO,Médio,550,60,Masculino,Branca,Sim,0.1421923474663909,2016
MG,Porteirinha,PT,ANTONIO DE OLIVEIRA BRITO,Pequeno,550,60,Masculino,Branca,Sim,0.2518315018315018,2016
PA,Concórdia do Pará,PT,EURIPEDES GUIMARAES,Pequeno,550,51,Masculino,Negra,Sim,0.1357354392892399,2016
PB,Santa Rita,PT,SEBASTIÃO BASTOS FREIRE FILHO,Médio,550,53,Masculino,Branca,Sim,0.16248153618906944,2016
PE,São José do Egito,PT,DAMIÃO GOMES LEITE,Pequeno,550,43,Masculino,Negra,Não,0.11982570806100218,2016
PR,Formosa do Oeste,PT,CARLOS ROBERTO PAIM MARTINS,Pequeno,550,49,Masculino,Branca,Sim,0.7096774193548387,2016
SC,Concórdia,PT,VALDIR AZEREDO E SILVA,Médio,550,51,Masculino,Branca,Não,0.05963352488344356,2016
CE,Icapuí,PT,FELIPE MAIA DE OLIVEIRA REBOUÇAS,Pequeno,549,31,Masculino,Branca,Não,0.19089012517385257,2016
MT,Alta Floresta,PT,ROGERIO COLICCHIO DOS SANTOS,Médio,549,37,Masculino,Branca,Não,0.21951219512195122,2016
RS,Rio Pardo,PT,FLAVIO GILMAR DA SILVA,Pequeno,549,40,Masculino,Branca,Não,0.31881533101045295,2016
RS,São Lourenço do Sul,PT,FERNANDA BORK,Pequeno,549,29,Feminino,Branca,Não,0.06483230987246102,2016
PA,Mãe do Rio,PT,ISADILVA VIEIRA DE CASTRO,Pequeno,548,27,Feminino,Negra,Sim,0.24965831435079727,2016
RS,Esteio,PT,FABIO NEUMANN FIGUEIREDO,Médio,548,33,Masculino,Branca,Não,0.05628016842970114,2016
SP,Ribeirão Preto,PT,RACHEL FOGAÇA MACHADO,Grande,548,52,Feminino,Branca,Não,0.07407407407407407,2016
BA,Conceição do Coité,PT,RICARDO DOS SANTOS TAVARES,Médio,547,33,Masculino,Negra,Não,0.04833863556026865,2016
PI,Pimenteiras,PT,FRANCISCO REINALDO PAIVA DA SILVA,Pequeno,547,38,Masculino,Negra,Sim,1,2016
PR,Jacarezinho,PT,NILTON APARECIDO STEIN,Pequeno,547,43,Masculino,Branca,Sim,0.2523062730627306,2016
RS,Santa Bárbara do Sul,PT,PAULO SÉRGIO HAUENSTEIN,Pequeno,547,46,Masculino,Branca,Sim,0.40973782771535583,2016
RS,São Borja,PT,ANTONIO SARTORI CORIN,Médio,547,50,Masculino,Branca,Não,0.21569400630914826,2016
SC,Chapecó,PT,MAXIMINO COSTA,Médio,547,50,Masculino,Branca,Não,0.044987252241138254,2016
AM,São Paulo de Olivença,PT,WALKER RIBEIRO MARTINS,Pequeno,546,34,Masculino,Negra,Não,0.4114544084400904,2016
MA,São Bento,PT,HERMAMNY HENRIQUE LOBATO VALE,Pequeno,546,47,Masculino,Negra,Sim,0.1897810218978102,2016
PR,Dois Vizinhos,PT,ALBINO LORENZETT,Pequeno,546,56,Masculino,Branca,Não,0.15217391304347827,2016
RJ,São Gonçalo,PT,LUAN DA CUNHA MORAES,Grande,546,28,Masculino,Negra,Não,0.11971058978294234,2016
RS,Lajeado,PT,HEITOR LUIZ HOPPE,Médio,546,54,Masculino,Branca,Não,0.0634957553203861,2016
SC,Otacílio Costa,PT,EDSON PASOLD,Pequeno,546,47,Masculino,Branca,Sim,0.446443172526574,2016
SP,Rio Claro,PT,RAQUEL PICELLI BERNARDINELLI,Médio,546,61,Feminino,Branca,Não,0.1528127623845508,2016
MG,Ouro Preto,PT,EDISON WANDER RIBEIRO,Médio,545,48,Masculino,Branca,Não,0.2032823573293547,2016
MG,Turmalina,PT,WARLEN FRANCISCO DA SILVA,Pequeno,545,34,Masculino,Branca,Sim,0.4990842490842491,2016
PI,Teresina,PT,JOSÉ ESMERINO DA COSTA,Grande,545,64,Masculino,Negra,Não,0.026902951920229044,2016
RN,Campo Grande,PT,MARIA DOS DISTERRO HOLANDA DE NOGUEIRA COSTA,Pequeno,545,33,Feminino,Branca,Sim,0.5555555555555556,2016
BA,Teixeira de Freitas,PT,EDIMAILSON FERNANDES DE OLIVEIRA,Médio,544,47,Masculino,Branca,Não,0.06777971592324944,2016
PI,Francisco Santos,PT,SIRIÁ RAIMUNDO DA SILVA,Pequeno,544,44,Masculino,Negra,Sim,0.30961866818440525,2016
PR,Toledo,PT,AGNALDO SIMÃO DE SOUZA,Médio,544,39,Masculino,Branca,Não,0.2959738846572361,2016
RS,Esteio,PT,RENAN MARTINS PEREIRA,Médio,544,32,Masculino,Branca,Não,0.05586936428057923,2016
RS,Parobé,PT,MARISTELA TOFFOLI ROSSATTO,Médio,544,54,Feminino,Branca,Sim,0.11628901239846089,2016
MG,Uberaba,PT,MARIA RITA NASCIMENTO PEREIRA,Grande,543,50,Feminino,Branca,Não,0.8591772151898734,2016
RS,Capão da Canoa,PT,PEDRO ESTADEU NASCIMENTO DORNELLES,Médio,543,57,Masculino,Branca,Não,0.4282334384858044,2016
SP,Bauru,PT,CARLOS RENATO MOREIRA,Grande,543,36,Masculino,Branca,Não,0.18221476510067114,2016
SP,Taquarituba,PT,PEDRO GUMERCINDO RODRIGUES,Pequeno,543,44,Masculino,Branca,Sim,0.3755186721991701,2016
CE,Baturité,PT,VALDEREZ LOPES DE OLIVEIRA,Pequeno,542,33,Masculino,Negra,Não,0.21934439498178876,2016
CE,Quixadá,PT,DANILO LIMA DA SILVA,Médio,542,32,Masculino,Negra,Não,0.08798701298701299,2016
MA,Parnarama,PT,PAULO RODRIGUES DA SILVA,Pequeno,542,53,Masculino,Negra,Sim,0.6775,2016
RJ,São Gonçalo,PT,LAZARO ANTONIO DE SANTANA,Grande,542,56,Masculino,Negra,Não,0.11883358912519185,2016
SP,Pindamonhangaba,PT,RENATO MARCONDES DE OLIVEIRA,Médio,542,58,Masculino,Branca,Não,0.6758104738154613,2016
SP,São Bernardo do Campo,PT,JOSE EUDES PINHO,Grande,542,62,Masculino,Negra,Não,0.012804157807701394,2016
BA,Feira de Santana,PT,DANILO SILVA FERREIRA,Grande,541,34,Masculino,Negra,Não,0.040864113603746505,2016
CE,Milhã,PT,FRANCISCO MAIRTON BATISTA,Pequeno,541,39,Masculino,Negra,Sim,0.31453488372093025,2016
RS,Venâncio Aires,PT,EDEMIR LUIS FREDA,Médio,541,41,Masculino,Branca,Não,0.2151093439363817,2016
BA,Cruz das Almas,PT,PABLO REZENDE DA SILVA,Médio,540,26,Masculino,Negra,Não,0.11658031088082901,2016
PB,Belém do Brejo do Cruz,PT,ELÍDIO VALDIVINIO DA SILVA NETO,Pequeno,540,42,Masculino,Negra,Sim,0.7458563535911602,2016
RJ,Niterói,PT,CLAUDIO AUGUSTO SALLES SANTOS,Grande,540,52,Masculino,Branca,Não,0.04039497307001795,2016
BA,João Dourado,PT,JOÃO NOGUEIRA FERREIRA,Pequeno,539,61,Masculino,Negra,Sim,0.3455128205128205,2016
SP,Rancharia,PT,KATIUSCIA CRISTINA PEREIRA,Pequeno,539,37,Feminino,Branca,Não,0.5715800636267232,2016
BA,Catu,PT,JOSE CARLOS SELES SOARES,Médio,538,55,Masculino,Negra,Sim,0.17371649983855345,2016
PA,Soure,PT,MARCELO LUIS DA CRUZ RODRIGUES,Pequeno,538,35,Masculino,Negra,Sim,0.22893617021276597,2016
PR,Medianeira,PT,ARISTEU ELIAS RIBEIRO,Pequeno,538,72,Masculino,Branca,Sim,0.4513422818791946,2016
RS,Sarandi,PT,CLAUDINOR ALBERTO LORINI,Pequeno,538,39,Masculino,Branca,Sim,1,2016
RS,Taquari,PT,LUIS HENRIQUE QUADROS PÔRTO,Pequeno,538,50,Masculino,Branca,Não,0.1536703798914596,2016
BA,Paratinga,PT,DENILSON DE OLIVEIRA FARIAS,Pequeno,537,46,Masculino,Negra,Sim,0.18908450704225352,2016
MG,Santos Dumont,PT,ALTAMIR MOISES DE CARVALHO,Pequeno,537,47,Masculino,Branca,Não,0.12602675428303214,2016
PR,Pinhão,PT,ISRAEL DE OLIVEIRA SANTOS,Pequeno,537,52,Masculino,Branca,Sim,0.18396711202466598,2016
SP,Sumaré,PT,LUIZ CLOVIS FERREIRA,Médio,537,65,Masculino,Negra,Não,0.0564846954875355,2016
CE,Fortaleza,PT,JOSIAS DA SILVA JUNIOR,Grande,536,53,Masculino,Branca,Não,0.014945765831079386,2016
CE,Pacoti,PT,JOSÉ ERONILDES ARRUDA DA SILVA,Pequeno,536,52,Masculino,Negra,Sim,0.7790697674418605,2016
PI,Capitão de Campos,PT,ARGEMIRO URQUIZA DE CARVALHO NETO,Pequeno,536,45,Masculino,Negra,Sim,1,2016
MS,Brasilândia,PT,LUIZ TOMAZ REAL,Pequeno,535,61,Masculino,Branca,Sim,0.7123834886817576,2016
PA,Gurupá,PT,NIVALDO DOS SANTOS NASCIMENTO,Pequeno,535,45,Masculino,Negra,Sim,0.14443844492440605,2016
PA,Jacundá,PT,MARIA MARTA SOUZA COSTA,Médio,535,30,Feminino,Branca,Sim,0.14848737163474882,2016
RS,Montenegro,PT,RICARDO AGADIO KRAEMER,Médio,535,50,Masculino,Branca,Não,0.25319451017510647,2016
SP,São José dos Campos,PT,GILSON MACHADO DA COSTA,Grande,535,47,Masculino,Negra,Não,0.017915145832635704,2016
BA,Amargosa,PT,PAULO SANTOS ROCHA,Pequeno,534,40,Masculino,Negra,Sim,0.19305856832971802,2016
BA,Porto Seguro,PT,GILVAN SANTOS FLORENCIO,Médio,534,59,Masculino,Negra,Não,0.2018140589569161,2016
MG,São Francisco,PT,RODRIGO ANDRÉ SÁ TELES DA SILVA,Médio,534,26,Masculino,Negra,Não,0.14678394722374932,2016
MG,Três Corações,PT,LUIS FERNANDO DE ANDRADE,Médio,534,44,Masculino,Branca,Não,0.48722627737226276,2016
PI,Canto do Buriti,PT,JOSE GOMES CHAVES NETO,Pequeno,534,22,Masculino,Branca,Sim,0.46678321678321677,2016
RO,Buritis,PT,MARCELO MENDES PEDRO,Pequeno,534,39,Masculino,Negra,Sim,0.3852813852813853,2016
RS,Bento Gonçalves,PT,AIRTON LUIZ MINUSCULI,Médio,534,54,Masculino,Branca,Não,0.2766839378238342,2016
SP,Cosmópolis,PT,CRISTIANE REGINA PAES,Médio,534,36,Feminino,Branca,Sim,0.10601548540798095,2016
AM,Itacoatiara,PT,MARIA FRANCELIZIA DA SILVA,Médio,533,49,Feminino,Negra,Não,0.09973802395209581,2016
MG,Ituiutaba,PT,EDSON PINHEIRO DE OLIVEIRA,Médio,533,47,Masculino,Negra,Não,0.5090735434574976,2016
PE,São José do Egito,PT,GERSON DE SOUSA SILVA,Pequeno,533,43,Masculino,Negra,Não,0.11612200435729847,2016
RS,Esteio,PT,IARA MARIA COSTA PACHECO,Médio,533,57,Feminino,Branca,Não,0.05473965287049399,2016
RS,Santa Vitória do Palmar,PT,ALEX SANDRO SANTOS DA SILVA,Pequeno,533,39,Masculino,Branca,Sim,0.09536589729826445,2016
SE,Aquidabã,PT,PEDRO MOTA,Pequeno,533,42,Masculino,Negra,Sim,0.2488328664799253,2016
SP,São José dos Campos,PT,CÉLIA FERREIRA,Grande,533,52,Feminino,Branca,Não,0.01784817332485015,2016
CE,Tamboril,PT,ANTONIO JOFRAN RODRIGUES DE PAIVA,Pequeno,532,48,Masculino,Negra,Não,0.23201046663759267,2016
SP,Catanduva,PT,MARCOS APARECIDO FERREIRA,Médio,532,51,Masculino,Branca,Não,0.1425891181988743,2016
SP,São Paulo,PT,NORMACI SOUSA SAMPAIO,Grande,532,61,Feminino,Negra,Não,7.211046455675785e-4,2016
CE,Senador Pompeu,PT,MARCELO PEREIRA MACHADO,Pequeno,531,30,Masculino,Negra,Sim,0.14882286995515695,2016
PB,Alagoa Nova,PT,PAULO HENRIQUES HERCULANO DE LIMA,Pequeno,531,22,Masculino,Negra,Sim,0.5746753246753247,2016
PR,Apucarana,PT,ITAMAR GOMES DE OLIVEIRA,Médio,531,47,Masculino,Branca,Não,0.24357798165137615,2016
RS,Caxias do Sul,PT,VALMOR FLORES DOS SANTOS,Grande,531,48,Masculino,Negra,Não,0.034717227852239296,2016
RS,Santa Rosa,PT,AMARILDO KAIBER,Médio,531,45,Masculino,Branca,Não,0.08227455841338704,2016
SC,Campo Erê,PT,ROZANE BORTONCELLO MOREIRA,Pequeno,531,40,Feminino,Branca,Sim,0.37341772151898733,2016
CE,Jucás,PT,FRANCISCO ERNALDO DE CARVALHO,Pequeno,530,55,Masculino,Negra,Sim,1,2016
MG,Barbacena,PT,FILIPE LUIS DOS SANTOS,Médio,530,32,Masculino,Branca,Não,0.08302005012531329,2016
PB,Belém,PT,JOSÉ FRANCISCO NOBREGA,Pequeno,530,52,Masculino,Negra,Sim,1,2016
RS,Camaquã,PT,ALCINDO MENDES,Médio,530,49,Masculino,Branca,Não,0.20408163265306123,2016
SC,Blumenau,PT,ERNESTO NERI TOPAZIO,Grande,530,33,Masculino,Branca,Não,0.04054157423697698,2016
MG,Campo Belo,PT,ROBSON ANTONIO MASSOTE,Médio,529,51,Masculino,Branca,Sim,0.7053333333333334,2016
PI,Cocal,PT,JOSE LUIS GOMES DA SILVA,Pequeno,529,31,Masculino,Negra,Sim,0.9566003616636528,2016
PR,Toledo,PT,FLORINDA APARECIDA DE OLIVEIRA,Médio,529,44,Feminino,Negra,Não,0.2878128400435256,2016
RN,São Tomé,PT,JOSE EMERSON EREKDA SILVA FRANCELINO,Pequeno,529,44,Masculino,Branca,Sim,0.49439252336448597,2016
BA,Barro Alto,PT,LOURIZELIO DAMASCENO CRUZ,Pequeno,528,55,Masculino,Negra,Sim,0.39198218262806234,2016
BA,Biritinga,PT,JORGE SERGIO SANTOS DA SILVA,Pequeno,528,40,Masculino,Negra,Sim,0.3075131042516016,2016
CE,Pentecoste,PT,PAULO SERGIO SANTOS,Pequeno,528,27,Masculino,Branca,Não,0.22660944206008585,2016
MA,Santa Rita,PT,EVANDRO DE ASSIS,Pequeno,528,46,Masculino,Negra,Não,0.35129740518962077,2016
MS,Campo Grande,PT,BENEDITA MARQUES BORGES,Grande,528,49,Feminino,Negra,Não,0.04749055585536967,2016
PB,Santa Rita,PT,RICARDO VIANA,Médio,528,36,Masculino,Branca,Não,0.15598227474150664,2016
RJ,Maricá,PT,JANETE CELANO VALLADÃO,Médio,528,61,Feminino,Branca,Não,0.05236536745016364,2016
SP,Junqueirópolis,PT,MIGUEL CLAUDIO BATISTA,Pequeno,528,56,Masculino,Branca,Sim,0.5569620253164557,2016
MT,Cáceres,PT,ORLANDIR GONCALVES CAVALCANTE,Médio,527,43,Masculino,Negra,Não,0.3761598857958601,2016
PA,Pacajá,PT,CARLETE ALBUQUERQUE LIMA,Pequeno,527,37,Feminino,Negra,Sim,0.29310344827586204,2016
RN,Serra Negra do Norte,PT,ERALDO ALVES DE ARAÚJO,Pequeno,527,42,Masculino,Branca,Sim,0.5772179627601315,2016
RS,Lajeado,PT,ELOEDE MARIA CONZATTI,Médio,527,65,Feminino,Branca,Não,0.061286196069310385,2016
BA,Barrocas,PT,ADELSON DE QUEIROZ BRITO,Pequeno,526,34,Masculino,Negra,Sim,0.5378323108384458,2016
BA,Rio do Pires,PT,HERNANDO DA SILVA PEREIRA,Pequeno,526,35,Masculino,Negra,Sim,0.26091269841269843,2016
BA,Sento Sé,PT,EVANIEL NUNES ARAGÃO,Pequeno,526,51,Masculino,Negra,Não,0.22430703624733475,2016
MA,Zé Doca,PT,MARCOS PAULO LEITE SOARES,Médio,526,42,Masculino,Negra,Não,0.6692111959287532,2016
RN,Parelhas,PT,MESSIAS MEDEIROS,Pequeno,526,29,Masculino,Branca,Não,0.4144996059889677,2016
RS,Bagé,PT,WILSON DE CRISTO PEREIRA MACHADO,Médio,526,61,Masculino,Branca,Não,0.08077395577395577,2016
RS,São José do Norte,PT,LUIZ SIDNEI BRAVO GAUTERIO JUNIOR,Pequeno,526,31,Masculino,Branca,Sim,0.1924624954262715,2016
RS,Seberi,PT,ARNILDO MAYER,Pequeno,526,60,Masculino,Branca,Sim,1,2016
MG,Teófilo Otoni,PT,VICENTINA PEREIRA ALVES,Médio,525,64,Feminino,Negra,Sim,0.13848588762859404,2016
MA,São João Batista,PT,FRANCISCO PINTO SANTOS,Pequeno,524,47,Masculino,Branca,Sim,0.22016806722689075,2016
MG,Sabará,PT,TEREZINHA BERENICE DE SOUSA VAN STRALEN,Médio,524,68,Feminino,Negra,Não,0.3695345557122708,2016
MG,São João del Rei,PT,LEONARDO GERALDO DA SILVEIRA,Médio,524,41,Masculino,Branca,Não,0.16019565881993275,2016
PB,Pombal,PT,CLECIO MONTEIRO DE MELO,Pequeno,524,44,Masculino,Negra,Não,0.2164394878149525,2016
PR,Salto do Lontra,PT,IVO MARCOLINA,Pequeno,524,52,Masculino,Branca,Não,0.6717948717948717,2016
RS,Nova Santa Rita,PT,ILDO MACIEL DA LUZ,Pequeno,524,53,Masculino,Branca,Sim,0.15452668829253907,2016
SP,Mogi das Cruzes,PT,DIMAS DE PAULA INACIO,Grande,524,64,Masculino,Negra,Não,0.08507874654976458,2016
AC,Plácido de Castro,PT,ROGÉRIO RIBEIRO DO NASCIMENTO,Pequeno,523,33,Masculino,Negra,Sim,0.3181265206812652,2016
BA,Presidente Tancredo Neves,PT,ALMIR RODRIGUES DOS SANTOS,Pequeno,523,50,Masculino,Negra,Sim,0.4369256474519632,2016
CE,Jardim,PT,DONIZETE MARIA CARVALHO COUTINHO,Pequeno,523,41,Feminino,Branca,Sim,1,2016
GO,Goiás,PT,IOLANDA DIVINA DE AQUINO LEITE,Pequeno,523,40,Feminino,Negra,Sim,0.3611878453038674,2016
PE,Tacaimbó,PT,GIVANILDO JOÃO DA SILVA,Pequeno,523,35,Masculino,Branca,Sim,0.35195154777927323,2016
PI,Marcolândia,PT,JOSE VALDEMIRO DE SOUSA,Pequeno,523,51,Masculino,Negra,Sim,0.35053619302949063,2016
RS,Porto Alegre,PT,LUISA HELENA STERN LENTZ,Grande,523,50,Feminino,Branca,Não,0.008996146965735516,2016
SC,Itajaí,PT,PAMELA DE FONSECA PEREIRA,Médio,523,32,Feminino,Negra,Não,0.16227117592305307,2016
BA,Aracatu,PT,MARIA APARECIDA AIRES SILVEIRA,Pequeno,522,52,Feminino,Branca,Não,0.9288256227758007,2016
CE,Ararendá,PT,MAURICIO ANDRADE DE SALES,Pequeno,522,32,Masculino,Negra,Sim,0.14320987654320988,2016
GO,Iporá,PT,PAULO ALVES DE OLIVEIRA,Pequeno,522,44,Masculino,Negra,Sim,0.5494736842105263,2016
PB,Bayeux,PT,JOSIVALDO FARIAS DE ALBUQUERQUE,Médio,522,43,Masculino,Branca,Não,1,2016
RS,São José do Norte,PT,RONEI SANTOS DA SILVA,Pequeno,522,38,Masculino,Branca,Não,0.19099890230515917,2016
RS,Tramandaí,PT,CLAYTON PIONER RAMOS,Médio,522,47,Masculino,Branca,Sim,0.49904397705544934,2016
SP,Diadema,PT,SILVIO CESAR DE MOURA VITAL,Grande,522,49,Masculino,Branca,Não,0.021024649589173515,2016
CE,Senador Pompeu,PT,AILTON DA SILVA FELIPE,Pequeno,521,34,Masculino,Negra,Não,0.1460201793721973,2016
MG,Nanuque,PT,ELSON DE SOUZA LIMA,Pequeno,521,52,Masculino,Negra,Não,0.4338051623646961,2016
SC,Campo Erê,PT,ROBSON RAMOS,Pequeno,521,31,Masculino,Branca,Sim,0.3663853727144866,2016
SE,Riachão do Dantas,PT,PEDRO SANTOS OLIVEIRA,Pequeno,521,45,Masculino,Negra,Sim,0.40418929402637704,2016
BA,Itanhém,PT,VALDEMAR OLIVEIRA DOS SANTOS,Pequeno,520,48,Masculino,Negra,Sim,0.5284552845528455,2016
BA,Pintadas,PT,VALBERTO MARCIO SENA ALMEIDA,Pequeno,520,43,Masculino,Negra,Sim,0.2444757874941232,2016
BA,Quijingue,PT,LENY ALVES FLORENTINO,Pequeno,520,36,Feminino,Negra,Não,0.13127997980308004,2016
MS,Coxim,PT,ABILIO JUNIOR VANELI,Pequeno,520,35,Masculino,Negra,Sim,0.5252525252525253,2016
PA,Belterra,PT,ALAILDO ABREU DOS SANTOS,Pequeno,520,38,Masculino,Negra,Sim,0.22727272727272727,2016
PI,Canto do Buriti,PT,JOSÉ EDSON DA COSTA,Pequeno,520,61,Masculino,Branca,Não,0.45454545454545453,2016
RJ,São Gonçalo,PT,PEDRO VITOR REBELO MARTINS,Grande,520,25,Masculino,Branca,Não,0.11401008550756413,2016
RS,São Francisco de Paula,PT,MATEUS BARCELOS,Pequeno,520,35,Masculino,Branca,Sim,0.2606516290726817,2016
SP,Batatais,PT,ANDRESA DA SILVA FURINI,Médio,520,39,Feminino,Negra,Sim,0.43010752688172044,2016
SP,São Bernardo do Campo,PT,EDWARDS NEVES NETO,Grande,520,49,Masculino,Negra,Não,0.012284431845027168,2016
CE,Milhã,PT,TATIANA MACHADO RODRIGUES,Pequeno,519,36,Feminino,Branca,Sim,0.30174418604651165,2016
RS,Ronda Alta,PT,SILVANIO ROQUE LUCCA,Pequeno,519,48,Masculino,Branca,Sim,0.22506504770164787,2016
RS,São José do Norte,PT,CLEBER VEIGA DA SILVA,Pequeno,519,45,Masculino,Branca,Não,0.18990120746432493,2016
CE,Tururu,PT,SUZILENE DE SOUSA RIBEIRO,Pequeno,518,33,Feminino,Negra,Não,0.9664179104477612,2016
PA,Tomé-Açu,PT,EDICLEIDE LUZ DOS SANTOS,Médio,518,39,Feminino,Negra,Sim,0.14246424642464248,2016
PR,Mandaguari,PT,JOCELINO TAVARES,Pequeno,518,57,Masculino,Negra,Sim,0.21875,2016
RS,Cachoeira do Sul,PT,MARCOS VINICIUS CORNELI,Médio,518,33,Masculino,Branca,Não,0.1295971978984238,2016
RS,Cachoeira do Sul,PT,MAURO DA SILVA MACHADO,Médio,518,46,Masculino,Branca,Não,0.1295971978984238,2016
SP,Caçapava,PT,SANDRO LUIS CLEMENTE,Médio,518,43,Masculino,Branca,Não,0.325172630257376,2016
RJ,São Gonçalo,PT,FRANCISCO DE ASSIS ROCHA,Grande,517,58,Masculino,Branca,Não,0.11335233501425127,2016
RS,Flores da Cunha,PT,JATIR SCHMIDT MOSQUER,Pequeno,517,52,Masculino,Branca,Não,0.616945107398568,2016
SP,Sorocaba,PT,WELLINGTON DOS SANTOS FRANÇA,Grande,517,32,Masculino,Branca,Não,0.025747011952191236,2016
CE,Trairi,PT,FRANCISCO VALMIR PINTO,Médio,516,46,Masculino,Branca,Não,0.11288558302340844,2016
GO,Valparaíso de Goiás,PT,CLARINDO EVANGELISTA DE MOURA,Médio,516,53,Masculino,Negra,Não,0.10091922550361823,2016
PI,São João do Piauí,PT,VILMAR LEITE,Pequeno,516,44,Masculino,Branca,Sim,0.2900505902192243,2016
SP,São Paulo,PT,CAROLINE DE MORAES SOARES,Grande,516,19,Feminino,Branca,Não,6.994172878061475e-4,2016
AC,Feijó,PT,BERLANDIA DE SOUZA LIMA,Pequeno,515,34,Feminino,Branca,Sim,0.15625,2016
BA,Salvador,PT,GILCIMAR BRITO DE SOUZA,Grande,515,30,Masculino,Negra,Não,0.007648666310223965,2016
BA,Santa Cruz Cabrália,PT,GEDEHON TEIXEIRA DA CRUZ,Pequeno,515,53,Masculino,Negra,Sim,0.5364583333333334,2016
MA,Urbano Santos,PT,JOSE RAIMUNDO CORREIA DOS SANTOS,Pequeno,515,44,Masculino,Negra,Não,0.24879227053140096,2016
MG,Unaí,PT,VILMAR ALVES MOTA,Médio,515,47,Masculino,Negra,Não,0.7947530864197531,2016
BA,Catu,PT,OSMUNDO DA SILVA BOMFIM FILHO,Médio,514,40,Masculino,Negra,Não,0.1659670649015176,2016
MS,Nova Andradina,PT,WILSON ALMEIDA DA SILVA,Médio,514,36,Masculino,Branca,Sim,0.2554671968190855,2016
PI,Caracol,PT,FRANCISCO DE ASSIS PEREIRA DA COSTA,Pequeno,514,41,Masculino,Negra,Sim,0.29138321995464855,2016
RN,Currais Novos,PT,TÉRCIA LÊDA CARDOSO BEZERRA,Pequeno,514,46,Feminino,Branca,Sim,0.4442523768366465,2016
RN,José da Penha,PT,GILDINEIDE DE OLIVEIRA MONTE,Pequeno,514,33,Feminino,Negra,Sim,0.9661654135338346,2016
SP,São José dos Campos,PT,FILIPPO ALMEIDA DA SILVA LEITE,Grande,514,26,Masculino,Negra,Não,0.017211934500887385,2016
BA,Manoel Vitorino,PT,GENIVAL ALVES DOS ANJOS,Pequeno,513,53,Masculino,Branca,Sim,0.8921739130434783,2016
BA,Simões Filho,PT,VANILSON LIMA DOS SANTOS,Médio,513,44,Masculino,Negra,Não,0.24141176470588235,2016
RS,Caxias do Sul,PT,JUÇARA DE QUADRO,Grande,513,60,Feminino,Negra,Não,0.03354037267080745,2016
SE,Monte Alegre de Sergipe,PT,ACRISIO ALVES PEREIRA,Pequeno,513,32,Masculino,Negra,Sim,0.25333333333333335,2016
TO,Palmas,PT,ANTONIO EDIS LIBERATO LUCENA,Médio,513,45,Masculino,Branca,Não,0.12951274930573087,2016
BA,Uibaí,PT,LEANDRO GOMES OLIVEIRA,Pequeno,512,36,Masculino,Negra,Sim,0.25172074729596855,2016
PI,Pio IX,PT,JOSE MIGUEL DE SOUSA,Pequeno,512,32,Masculino,Negra,Sim,0.423841059602649,2016
SP,Franco da Rocha,PT,ANA CAROLINA ALENCAR NUNES,Médio,512,37,Feminino,Branca,Não,0.048420654435407606,2016
MG,Brasília de Minas,PT,IVANIO RODRIGUES DAMIÃO,Pequeno,511,47,Masculino,Negra,Sim,0.6602067183462532,2016
PI,Uruçuí,PT,MARCELO LEITE DA CRUZ,Pequeno,511,41,Masculino,Negra,Sim,0.357592722183345,2016
PR,Santa Izabel do Oeste,PT,ALBERTO FERNANDE DOS SANTOS,Pequeno,511,60,Masculino,Branca,Sim,1,2016
BA,Presidente Tancredo Neves,PT,JOSENILTON FELICISSIMO DOS SANTOS,Pequeno,510,41,Masculino,Negra,Não,0.42606516290726815,2016
MG,Belo Horizonte,PT,GUILHERME ALVES DE OLIVEIRA,Grande,510,33,Masculino,Negra,Não,0.016189448288997522,2016
MG,João Pinheiro,PT,JOSÉ VIEIRA DA SILVA,Pequeno,510,49,Masculino,Branca,Não,0.40865384615384615,2016
PE,Caruaru,PT,FILIPE JOSÉ DA SILVA,Grande,510,24,Masculino,Negra,Não,0.10127084988085783,2016
PR,Guarapuava,PT,MARCIA APARECIDA DE OLIVEIRA NEVES,Médio,510,46,Feminino,Branca,Não,0.10127084988085783,2016
RJ,Arraial do Cabo,PT,WILLIAN CESAR DA LUZ SILVA,Pequeno,510,30,Masculino,Branca,Não,1,2016
