SG_UF,Município,SG_PARTIDO,NM_CANDIDATO,porte_municipio,votos_nominais,NR_IDADE_DATA_POSSE,DS_GENERO,DS_COR_RACA,eleito,percentual,ano
SP,São Paulo,PT,EDUARDO MATARAZZO SUPLICY,Grande,301446,75,Masculino,Branca,Sim,0.4085979529845193,2016
SP,São Paulo,PT,SENIVAL PEREIRA DE MOURA,Grande,45320,51,Masculino,Negra,Sim,0.061429440859253115,2016
SP,São Paulo,PT,ALFREDO ALVES CAVALCANTE,Grande,36324,57,Masculino,Negra,Sim,0.049235723957888576,2016
SP,São Paulo,PT,JULIANA CARDOSO,Grande,34949,37,Feminino,Branca,Sim,0.0473719666502656,2016
SP,São Paulo,PT,ANTONIO DONATO MADORMO,Grande,32592,56,Masculino,Branca,Sim,0.044177147760034806,2016
SP,São Paulo,PT,JAIR JOSÉ TATTO,Grande,30989,48,Masculino,Branca,Sim,0.04200434560431145,2016
SP,São Paulo,PT,PAULO BATISTA DOS REIS,Grande,29308,55,Masculino,Negra,Sim,0.03972581757950111,2016
SP,São Paulo,PT,ALESSANDRO GUEDES DOS SANTOS,Grande,26780,36,Masculino,Negra,Sim,0.03629921505319502,2016
SP,São Paulo,PT,ARSELINO ROQUE TATTO,Grande,26596,60,Masculino,Branca,Sim,0.03604981043893857,2016
SP,São Paulo,PT,PAULO ROBERTO FIORILO,Grande,24767,52,Masculino,Branca,Não,0.033570674354834996,2016
SP,São Paulo,PT,NABIL GEORGES BONDUKI,Grande,23269,61,Masculino,Branca,Não,0.031540195484421024,2016
SP,São Paulo,PT,MANOEL DEL RIO BLAS FILHO,Grande,22770,69,Masculino,Branca,Não,0.030863821014236396,2016
RJ,Rio de Janeiro,PT,REIMONT LUIZ OTONI SANTA BARBARA,Grande,19626,55,Masculino,Branca,Sim,0.1931103698674617,2016
SP,São Paulo,PT,SIMÃO PEDRO CHIOVETTI,Grande,18357,52,Masculino,Branca,Não,0.024882176651661727,2016
SP,São Paulo,PT,HELIO RODRIGUES DE ANDRADE,Grande,17891,47,Masculino,Branca,Não,0.02425053235686005,2016
SP,São Paulo,PT,VALDEMAR SILVA,Grande,16872,52,Masculino,Branca,Não,0.02286931875942892,2016
RJ,Rio de Janeiro,PT,LUCIANA GONÇALVES DE NOVAES,Grande,16679,33,Feminino,Branca,Sim,0.16411331188318526,2016
RJ,Rio de Janeiro,PT,EDSON DE OLIVEIRA ROCHA JUNIOR,Grande,13668,60,Masculino,Branca,Não,0.13448652478082476,2016
RJ,Rio de Janeiro,PT,ELTON JORGE HAUAT,Grande,12924,48,Masculino,Branca,Não,0.12716592378309768,2016
PE,Recife,PT,MARÍLIA VALENÇA ROCHA ARRAES DE ALENCAR PONTES,Grande,11872,32,Feminino,Branca,Sim,0.3057587308128155,2016
GO,Anápolis,PT,ANTONIO ROBERTO OTONI GOMIDE,Grande,11647,56,Masculino,Branca,Sim,0.5103632619078918,2016
SP,São Paulo,PT,EMILIANO ZAPATA FERREIRA MARCELINO SILVA,Grande,11318,26,Masculino,Branca,Não,0.015341094696492205,2016
RJ,Rio de Janeiro,PT,FELIPE DA SILVA PIRES,Grande,10628,27,Masculino,Branca,Não,0.10457439167183241,2016
SP,São Paulo,PT,VERA EUNICE RODRIGUES DA SILVA,Grande,10464,48,Feminino,Negra,Não,0.014183531975975829,2016
BA,Salvador,PT,LUIZ CARLOS SANTOS LIMA,Grande,9797,50,Masculino,Negra,Sim,0.14550288124517316,2016
RS,Porto Alegre,PT,SOFIA CAVEDON NUNES,Grande,9670,53,Feminino,Branca,Sim,0.16633411311407734,2016
RJ,Rio de Janeiro,PT,LOURIVAL CASULA FILHO,Grande,8954,56,Masculino,Branca,Não,0.0881030394269465,2016
SE,Aracaju,PT,JOSÉ IRAN BARBOSA FILHO,Grande,8809,50,Masculino,Negra,Sim,0.486416344561016,2016
RJ,Rio de Janeiro,PT,ROBERTO MONTEIRO SOARES,Grande,8614,46,Masculino,Branca,Não,0.084757603487125,2016
SP,Santos,PT,TELMA SANDRA AUGUSTO DE SOUZA,Grande,8604,72,Feminino,Branca,Sim,0.6872204472843451,2016
SP,São Paulo,PT,NAZARENO ANTÔNIO DA SILVA,Grande,8252,33,Masculino,Negra,Não,0.011185254765458003,2016
SP,São Paulo,PT,LUIZ CLAUDIO MARCOLINO,Grande,7960,46,Masculino,Negra,Não,0.010789460486311889,2016
RS,Porto Alegre,PT,MARCELO SGARBOSSA,Grande,7585,41,Masculino,Branca,Sim,0.13046993257190037,2016
PE,Recife,PT,JAIRO XAVIER DE BRITTO,Grande,7229,55,Masculino,Branca,Sim,0.18618007623364582,2016
SP,Guarulhos,PT,ORLANDO MAURÍCIO JUNIOR,Grande,7213,41,Masculino,Branca,Sim,0.08404506950351305,2016
SP,Campinas,PT,PEDRO TOURINHO DE SIQUEIRA,Grande,7001,35,Masculino,Branca,Sim,0.3426152490946462,2016
MG,Belo Horizonte,PT,PEDRO LUIZ NEVES VICTER ANANIAS,Grande,6961,39,Masculino,Branca,Sim,0.22097009713668975,2016
BA,Salvador,PT,MARTA RODRIGUES SOUSA DE BRITO COSTA,Grande,6646,57,Feminino,Negra,Sim,0.09870492484999703,2016
CE,Fortaleza,PT,GUILHERME DE FIGUEIREDO SAMPAIO,Grande,6317,46,Masculino,Branca,Sim,0.17614254245322478,2016
RJ,Duque de Caxias,PT,EDUARDO MOREIRA DA SILVA,Grande,6284,34,Masculino,Negra,Sim,0.22987160258989647,2016
CE,Fortaleza,PT,JOSE ACRISIO DE SENA,Grande,6239,54,Masculino,Branca,Sim,0.173967598918105,2016
SP,Guarulhos,PT,ROMULO ORNELAS DE OLIVEIRA,Grande,6204,56,Masculino,Negra,Sim,0.07228831432133577,2016
RN,Natal,PT,NATALIA BASTOS BONAVIDES,Grande,6202,28,Feminino,Branca,Sim,0.26732758620689656,2016
SP,São José dos Campos,PT,WAGNER OCIMAR BALIEIRO,Grande,6098,38,Masculino,Branca,Sim,0.20419917623815423,2016
BA,Salvador,PT,MOISÉS ROCHA DOS SANTOS,Grande,6077,53,Masculino,Negra,Sim,0.09025426246064279,2016
MG,Juiz de Fora,PT,ROBERTO CUPOLILLO,Grande,6003,52,Masculino,Branca,Sim,0.3893501102607342,2016
BA,Salvador,PT,ARNANDO LESSA SILVEIRA,Grande,5736,64,Masculino,Negra,Não,0.0851898057387275,2016
SP,Diadema,PT,RONALDO JOSE LACERDA,Grande,5700,43,Masculino,Negra,Sim,0.22957950700821653,2016
PE,Recife,PT,JOÃO DA COSTA BEZERRA FILHO,Grande,5545,56,Masculino,Branca,Não,0.14280931286700319,2016
BA,Salvador,PT,GILMAR CARVALHO SANTIAGO,Grande,5534,56,Masculino,Negra,Não,0.08218974633161052,2016
PE,Recife,PT,OSCAR PAES BARRETO NETO,Grande,5533,54,Masculino,Branca,Não,0.14250025754610074,2016
PE,Recife,PT,JURANDIR PEREIRA LIBERAL,Grande,5531,67,Masculino,Branca,Não,0.14244874832595034,2016
MG,Belo Horizonte,PT,ARNALDO AUGUSTO GODOY,Grande,5341,65,Masculino,Branca,Sim,0.16954479080693288,2016
BA,Salvador,PT,VÂNIA MARIA GALVÃO DE CARVALHO,Grande,5320,68,Feminino,Branca,Não,0.07901146557357572,2016
SP,Guarulhos,PT,MARCELO NUNES SEMINALDO,Grande,5293,38,Masculino,Branca,Sim,0.061673444181629636,2016
SP,Santo André,PT,EDUARDO MARCHIORI LEITE DA SILVA,Grande,5026,39,Masculino,Branca,Sim,0.14484567278595925,2016
MG,Belo Horizonte,PT,ADRIANO DE SOUZA VENTURA,Grande,4921,47,Masculino,Branca,Não,0.15621230398069963,2016
MG,Belo Horizonte,PT,NEILA MARIA BATISTA AFONSO,Grande,4728,55,Feminino,Negra,Não,0.15008570884388292,2016
CE,Fortaleza,PT,ANTONIO RONIVALDO DA SILVA MAIA,Grande,4685,46,Masculino,Branca,Não,0.13063603156456516,2016
SP,São José dos Campos,PT,AMELIA NAOMI OMURA,Grande,4678,56,Feminino,Branca,Sim,0.15664869571041087,2016
SP,Santo André,PT,WILLIANS BEZERRA DA SILVA,Grande,4637,33,Masculino,Negra,Sim,0.1336349750713277,2016
SP,Guarulhos,PT,JOSE LUIZ FERREIRA GUIMARAES,Grande,4632,56,Masculino,Branca,Sim,0.05397154608904373,2016
MA,São Luís,PT,HONORATO LEITE FERNANDES FILHO,Grande,4609,42,Masculino,Negra,Sim,0.427709725315516,2016
BA,Salvador,PT,JOSIVAL DOS SANTOS BASTOS,Grande,4598,43,Masculino,Negra,Não,0.06828848096001901,2016
RJ,Niterói,PT,VERONICA DOS SANTOS LIMA,Grande,4501,43,Feminino,Negra,Sim,0.33669958108916814,2016
SP,Guarulhos,PT,JANETE ROCHA PIETÁ,Grande,4474,70,Feminino,Negra,Sim,0.05213054775526374,2016
PR,Curitiba,PT,JOSETE DUBIASKI DA SILVA,Grande,4432,52,Feminino,Branca,Sim,0.19785714285714287,2016
SP,Guarulhos,PT,GENILDA SUELI BERNARDES,Grande,4420,54,Feminino,Branca,Sim,0.05150134579308577,2016
SP,Sorocaba,PT,IARA BERNARDI,Grande,4364,64,Feminino,Branca,Sim,0.21733067729083666,2016
PR,Curitiba,PT,ANGELO CARLOS VANHONI,Grande,4257,61,Masculino,Branca,Não,0.19004464285714287,2016
RS,Santa Maria,PT,LUCIANO ZANINI GUERRA,Grande,4215,42,Masculino,Branca,Sim,0.19449956162613632,2016
SP,Diadema,PT,ORLANDO VITORIANO DE OLIVEIRA,Grande,4205,44,Masculino,Branca,Sim,0.16936523280167554,2016
SP,São José do Rio Preto,PT,MARCO ANTONIO RILLO,Grande,4185,67,Masculino,Branca,Sim,0.40658700087438066,2016
SP,Sorocaba,PT,FRANCISCO FRANÇA DA SILVA,Grande,4156,52,Masculino,Branca,Sim,0.20697211155378487,2016
PI,Teresina,PT,EDILBERTO BORGES DE OLIVEIRA,Grande,4123,47,Masculino,Negra,Sim,0.20352453351762267,2016
SP,São Bernardo do Campo,PT,SEBASTIÃO MATEUS BATISTA,Grande,4119,53,Masculino,Negra,Sim,0.09730687455705174,2016
CE,Fortaleza,PT,VICENTE DE PAULO PINTO DA COSTA,Grande,4118,57,Masculino,Branca,Não,0.11482586509773304,2016
SP,São Bernardo do Campo,PT,ANA NICE MARTINS DE CARVALHO,Grande,4090,42,Feminino,Negra,Sim,0.09662178124261753,2016
PR,Curitiba,PT,ANDRE CASTELO BRANCO MACHADO,Grande,3986,35,Masculino,Branca,Não,0.17794642857142856,2016
SP,Guarulhos,PT,EDMILSON SOUZA SANTOS,Grande,3954,44,Masculino,Negra,Sim,0.04607156589725365,2016
MG,Uberlândia,PT,SILESIO MIRANDA PEREIRA,Grande,3796,37,Masculino,Negra,Sim,0.25690308608554413,2016
BA,Feira de Santana,PT,ALBERTO MATOS NERY,Grande,3780,62,Masculino,Negra,Sim,0.28552005438477224,2016
BA,Salvador,PT,YULO OITICICA PEREIRA,Grande,3773,51,Masculino,Negra,Não,0.05603576308441751,2016
SP,Guarulhos,PT,MARIA MODESTINO ALVES,Grande,3690,73,Feminino,Negra,Não,0.04299546741549468,2016
SP,Guarulhos,PT,LUIZ FERNANDO SAPUN,Grande,3635,37,Masculino,Branca,Não,0.04235461356512823,2016
RS,Pelotas,PT,MARCOS FERREIRA INSSARRIAGA,Grande,3622,43,Masculino,Branca,Sim,0.2452766303243719,2016
AC,Rio Branco,PT,JAKSON ROBERTO RAMOS DA SILVA,Grande,3615,50,Masculino,Negra,Sim,0.12381409048874885,2016
MG,Belo Horizonte,PT,NILTON DE FREITAS PAIM,Grande,3610,36,Masculino,Negra,Não,0.11459589867310012,2016
SP,Guarulhos,PT,CLAUDILSON LEITE PEREIRA,Grande,3585,50,Masculino,Branca,Não,0.04177201915570418,2016
BA,Salvador,PT,VALDEMIR MEDEIROS DA SILVA,Grande,3574,58,Masculino,Negra,Não,0.05308025901503,2016
RS,Porto Alegre,PT,ALDACIR JOSE OLIBONI,Grande,3569,60,Masculino,Branca,Sim,0.0613905325443787,2016
SP,Praia Grande,PT,JANAINA BALLARIS SILVA,Grande,3545,40,Feminino,Branca,Sim,0.8976956191440871,2016
SP,Mauá,PT,FRANCISCO MARCELO DE OLIVEIRA,Grande,3539,44,Masculino,Branca,Sim,0.2913236746789595,2016
AM,Manaus,PT,CICERO CUSTÓDIO DA SILVA,Grande,3528,41,Masculino,Branca,Sim,0.12289685442574981,2016
SP,Sorocaba,PT,IZIDIO DE BRITO CORREIA,Grande,3474,55,Masculino,Branca,Não,0.17300796812749003,2016
SP,Santo André,PT,ELISABETE TONOBOHN SIRAQUE,Grande,3456,47,Feminino,Branca,Sim,0.09959941208680366,2016
SP,Santo André,PT,LUIZ ALBERTO FERREIRA DE ARAUJO,Grande,3451,55,Masculino,Negra,Sim,0.09945531571515029,2016
SP,Sumaré,PT,WILLIAM DE SOUZA ROSA,Médio,3438,29,Masculino,Negra,Sim,0.36162827390343955,2016
AM,Manaus,PT,BIBIANO SIMOES GARCIA FILHO,Grande,3431,44,Masculino,Branca,Não,0.11951788762322778,2016
SC,Blumenau,PT,ADRIANO PEREIRA,Grande,3413,38,Masculino,Branca,Sim,0.2610724393788725,2016
PR,Curitiba,PT,SALETE BAGOLIN BEZ,Grande,3396,44,Feminino,Branca,Não,0.15160714285714286,2016
SP,Diadema,PT,JOSEMUNDO DARIO QUEIROZ,Grande,3395,50,Masculino,Branca,Sim,0.13674077654261318,2016
MG,Contagem,PT,JOSÉ ANTÔNIO PROCÓPIO DE ALMEIDA,Grande,3393,53,Masculino,Negra,Sim,0.30952380952380953,2016
RS,Porto Alegre,PT,ADELI SELL,Grande,3387,63,Masculino,Branca,Sim,0.058259942204486034,2016
BA,Salvador,PT,JOSÉ TIAGO PASSOS FERREIRA,Grande,3370,36,Masculino,Negra,Não,0.05005049604942672,2016
PI,Teresina,PT,DEOLINDO MOURA NETO,Grande,3369,32,Masculino,Negra,Sim,0.16630466976009478,2016
RS,Canoas,PT,PAULO ROGERIO AMBIEDA,Grande,3364,45,Masculino,Branca,Sim,0.14421057144081964,2016
SP,Embu das Artes,PT,ROSANGELA SILVA DOS SANTOS,Médio,3356,32,Feminino,Negra,Sim,0.3019614900125967,2016
RJ,Niterói,PT,UBIRAJARA BENTO MARQUES,Grande,3345,42,Masculino,Negra,Não,0.2502244165170557,2016
GO,Goiânia,PT,CARLOS ANTONIO SOARES,Grande,3319,52,Masculino,Negra,Não,0.15392820703088766,2016
MG,Contagem,PT,OBELINO MARQUES DA SILVA,Grande,3313,59,Masculino,Negra,Não,0.30222587119138844,2016
RS,Caxias do Sul,PT,DENISE DA SILVA PESSOA,Grande,3312,33,Feminino,Negra,Sim,0.21654135338345865,2016
SP,Guarulhos,PT,JOÃO BATISTA DE LIMA,Grande,3287,57,Masculino,Negra,Não,0.038299756475536864,2016
RS,Rio Grande,PT,BENITO DE OLIVEIRA GONÇALVES,Médio,3248,38,Masculino,Negra,Sim,0.1745110681280894,2016
SP,Sorocaba,PT,FRANCISCO CARLOS SILVEIRA LEITE,Grande,3248,58,Masculino,Branca,Não,0.16175298804780877,2016
MG,Contagem,PT,JOSÉ DE SOUZA LIMA FILHO,Grande,3227,51,Masculino,Branca,Não,0.2943805874840358,2016
AC,Rio Branco,PT,RODRIGO CUNHA FORNECK,Grande,3220,30,Masculino,Negra,Sim,0.11028530328458404,2016
SP,Jundiaí,PT,PAULO EDUARDO SILVA MALERBA,Grande,3215,32,Masculino,Branca,Não,0.536101384025346,2016
PR,Londrina,PT,LENIR CANDIDA DE ASSIS,Grande,3138,47,Feminino,Branca,Não,0.436804008908686,2016
RS,Porto Alegre,PT,CARLOS ROBERTO COMASSETTO,Grande,3136,58,Masculino,Branca,Não,0.05394247970276593,2016
SP,Guarulhos,PT,ANTONIO NILSON SANTOS BORGES,Grande,3121,43,Masculino,Branca,Não,0.036365543036249025,2016
RJ,Duque de Caxias,PT,CARLOS ALBERTO DE PAULA DIAS JUNIOR,Grande,3113,42,Masculino,Branca,Sim,0.11387496799209862,2016
MG,Uberlândia,PT,DELFINO EURIPEDES MARQUES RODRIGUES,Grande,3109,50,Masculino,Negra,Não,0.21040877097996752,2016
PA,Belém,PT,AMAURY DE SOUZA FILHO,Grande,3090,60,Masculino,Negra,Sim,0.14449380406827214,2016
MS,Dourados,PT,ELIAS ISHY DE MATTOS,Médio,3088,58,Masculino,Negra,Sim,0.6140385762577053,2016
SP,Guarulhos,PT,SAMUEL VASCONCELOS LOPES,Grande,3081,52,Masculino,Negra,Não,0.03589946750870979,2016
RS,Pelotas,PT,IVAN ADMAR DORNELLES DUARTE,Grande,3077,55,Masculino,Branca,Sim,0.20837001422089796,2016
GO,Goiânia,PT,MARCOS VINICIUS DE SOUZA,Grande,3027,49,Masculino,Negra,Não,0.14038586402003525,2016
SP,Guarulhos,PT,MARISA APARECIDA DE SA LIMA,Grande,3018,40,Feminino,Branca,Não,0.035165398552835486,2016
SP,São Bernardo do Campo,PT,JOSE LUIS FERRAREZI,Grande,3016,52,Masculino,Branca,Sim,0.07124970470115757,2016
PR,Maringá,PT,MARIO SERGIO VERRI,Grande,3005,50,Masculino,Branca,Sim,0.25466101694915255,2016
CE,Fortaleza,PT,DEODATO JOSE RAMALHO JUNIOR,Grande,2987,60,Masculino,Branca,Não,0.0832891838384965,2016
SP,Diadema,PT,JOSE ANTONIO DA SILVA,Grande,2975,48,Masculino,Negra,Não,0.11982439181569196,2016
AM,Manaus,PT,WALDEMIR JOSE DA SILVA,Grande,2971,53,Masculino,Negra,Não,0.1034939213432264,2016
RS,Porto Alegre,PT,LEONEL GUTERRES RADDE,Grande,2924,35,Masculino,Branca,Não,0.05029585798816568,2016
SP,São Paulo,PT,LUIZ ROQUE EIGLMEIER,Grande,2908,57,Masculino,Branca,Não,0.0039416772731400715,2016
SP,São Bernardo do Campo,PT,ANTONIO CARLOS DA SILVA,Grande,2887,61,Masculino,Negra,Sim,0.06820222064729506,2016
SP,São José dos Campos,PT,JULIANA FRAGA E SILVA DE SOUZA,Grande,2885,39,Feminino,Branca,Sim,0.09660784248066169,2016
PB,João Pessoa,PT,MARCOS HENRIQUES E SILVA,Grande,2878,49,Masculino,Branca,Sim,0.19875690607734806,2016
SP,Guarujá,PT,EDILSON DIAS DE ANDRADE,Grande,2867,48,Masculino,Branca,Sim,1,2016
MS,Campo Grande,PT,AYRTON DE ARAÚJO,Grande,2834,55,Masculino,Negra,Sim,0.2549019607843137,2016
SC,Florianópolis,PT,LINO FERNANDO BRAGANÇA PERES,Grande,2777,65,Masculino,Negra,Sim,0.30106244579358193,2016
BA,Feira de Santana,PT,BELDES LUIS PEREIRA RAMOS,Grande,2759,45,Masculino,Negra,Não,0.208399425938515,2016
BA,Vitória da Conquista,PT,FERNANDO VASCONCELOS SILVA,Grande,2756,37,Masculino,Branca,Sim,0.1346031746031746,2016
SP,Santo André,PT,FRANCISCO DUARTE DE LIMA,Grande,2751,52,Masculino,Branca,Sim,0.07928182368367964,2016
SP,São Bernardo do Campo,PT,JOILSON SANTOS CARVALHO,Grande,2740,41,Masculino,Negra,Sim,0.06472950626033545,2016
PR,Maringá,PT,CARLOS EMAR MARIUCCI,Grande,2717,53,Masculino,Branca,Sim,0.2302542372881356,2016
PA,Belém,PT,EDILSON MOURA DA SILVA,Grande,2702,53,Masculino,Negra,Não,0.12635024549918167,2016
MG,Uberlândia,PT,MARCOS BATISTA GOMES,Grande,2682,44,Masculino,Branca,Não,0.18151055766107202,2016
SP,São Paulo,PT,WILSON LEANDRO DE LIMA,Grande,2671,56,Masculino,Branca,Não,0.0036204332862988763,2016
GO,Goiânia,PT,GUSTAVO MELO DE ALENCAR BUENO,Grande,2660,24,Masculino,Branca,Não,0.12336517948242279,2016
SP,São Bernardo do Campo,PT,LEANDRO ALTRAO MARTINES,Grande,2660,30,Masculino,Branca,Não,0.06283959366879281,2016
SP,São Bernardo do Campo,PT,JOSE CLOVES DA SILVA,Grande,2657,46,Masculino,Negra,Não,0.06276872194660997,2016
CE,Caucaia,PT,RICARDO WEIBE NASCIMENTO COSTA,Grande,2641,33,Masculino,Indígena,Sim,0.43812209688122095,2016
SC,Joinville,PT,MANOEL FRANCISCO BENTO,Grande,2615,54,Masculino,Branca,Não,0.2762226682159079,2016
RS,Canoas,PT,EMILIO MILLAN NETO,Grande,2612,51,Masculino,Branca,Sim,0.11197324988211085,2016
MT,Cuiabá,PT,ALLAN KARDEC PINTO ACOSTA BENITEZ,Grande,2609,38,Masculino,Negra,Não,0.4574785200771524,2016
MA,São Luís,PT,OSVALDO PAULINO DE SOUSA,Grande,2583,47,Masculino,Negra,Não,0.23969933184855233,2016
SP,Mauá,PT,PAULO EUGENIO PEREIRA JUNIOR,Grande,2570,49,Masculino,Negra,Não,0.2115574580177807,2016
RS,Santa Maria,PT,VALDIR OLIVEIRA DE OLIVEIRA,Grande,2564,55,Masculino,Branca,Sim,0.11831479857874579,2016
AL,Maceió,PT,WELTON ROBERTO,Grande,2559,47,Masculino,Branca,Não,0.2452794018978242,2016
PI,Teresina,PT,GILBERTO DA  PAIXAO FONSECA,Grande,2556,58,Masculino,Branca,Não,0.1261723763451476,2016
SP,Itaquaquecetuba,PT,EDSON DE SOUZA MOURA,Grande,2549,48,Masculino,Branca,Não,0.44399930325727227,2016
MG,Juiz de Fora,PT,WANDERSON CASTELAR GONÇALVES,Grande,2545,52,Masculino,Branca,Sim,0.16506680503307822,2016
RJ,Rio de Janeiro,PT,TOMAS EDSON ALVES DA SILVA,Grande,2541,48,Masculino,Negra,Não,0.025002213891430765,2016
SC,Chapecó,PT,MARCILEI ANDREA PEZENATTO VIGNATTI,Médio,2535,43,Feminino,Branca,Sim,0.20848754009375772,2016
BA,Feira de Santana,PT,TARCISIO BRANCO AMORIM DE ALMEIDA,Grande,2531,27,Masculino,Negra,Não,0.1911775813883224,2016
SP,Osasco,PT,VALDIR PEREIRA ROQUE,Grande,2519,52,Masculino,Branca,Não,0.2367926301936454,2016
SP,São José do Rio Preto,PT,CELI REGINA DA CRUZ,Grande,2511,50,Feminino,Branca,Não,0.24395220052462838,2016
RS,São Leopoldo,PT,NESTOR PEDRO SCHWERTNER,Médio,2499,58,Masculino,Branca,Sim,0.21391884951206985,2016
RN,Natal,PT,FERNANDO LUCENA PEREIRA DOS SANTOS,Grande,2495,64,Masculino,Branca,Sim,0.10754310344827586,2016
PA,Belém,PT,AMARILDO DO SOCORRO MARQUES CHERMONT,Grande,2443,53,Masculino,Negra,Não,0.11423895253682488,2016
PE,Igarassu,PT,MARIA DOS PRAZERES BARBOSA DA SILVA,Médio,2430,49,Feminino,Negra,Sim,0.6344647519582245,2016
SP,Santo André,PT,WAGNER LIMA,Grande,2415,46,Masculino,Branca,Não,0.06959854750857374,2016
PB,João Pessoa,PT,RENAN PALMEIRA COSTA,Grande,2406,30,Masculino,Negra,Não,0.16616022099447514,2016
AC,Rio Branco,PT,MAMED DANKAR NETO,Grande,2404,50,Masculino,Negra,Sim,0.08233722642737268,2016
BA,Salvador,PT,JOSÉ PINHEIRO ALMEIDA LIMA,Grande,2378,59,Masculino,Negra,Não,0.03531753104021862,2016
ES,Serra,PT,AECIO DARLI DE JESUS LEITE,Grande,2373,53,Masculino,Negra,Sim,0.275609756097561,2016
MG,Ribeirão das Neves,PT,MESSIAS MOISES VERISSIMO,Grande,2341,26,Masculino,Branca,Sim,0.2855226247103305,2016
PI,Teresina,PT,FABÍOLA DE AZEVEDO LEMOS,Grande,2340,42,Feminino,Branca,Não,0.11550992200612104,2016
SP,Guarulhos,PT,MILTON JOSE DA SILVA,Grande,2338,55,Masculino,Negra,Não,0.027242114584668447,2016
SP,São Bernardo do Campo,PT,JOSE FERREIRA DE SOUZA,Grande,2319,65,Masculino,Negra,Não,0.05478384124734231,2016
RS,Alvorada,PT,CRISTIANO SCHUMACHER DA LUZ,Médio,2317,41,Masculino,Branca,Sim,0.1974099003152424,2016
SP,São Bernardo do Campo,PT,GETULIO BATISTA CANGUSSU,Grande,2315,49,Masculino,Negra,Não,0.05468934561776518,2016
AM,Manaus,PT,WAGNER FERREIRA SANTANA,Grande,2310,37,Masculino,Negra,Não,0.08046817849305048,2016
GO,Goiânia,PT,JOAO COTINGUIBA ARAUJO,Grande,2305,54,Masculino,Negra,Não,0.10690102958909192,2016
RS,Porto Alegre,PT,ARIANE CHAGAS LEITÃO,Grande,2294,35,Feminino,Branca,Não,0.039459199119306454,2016
RJ,Duque de Caxias,PT,ALUIZIO FIRMIANO DA SILVA JUNIOR,Grande,2292,46,Masculino,Negra,Não,0.08384241138383876,2016
SP,São José dos Campos,PT,ANGELA MORAES GUADAGNIN,Grande,2291,68,Feminino,Branca,Não,0.07671700766835214,2016
SP,Franco da Rocha,PT,ALEXSANDER DOS SANTOS,Médio,2281,45,Masculino,Branca,Sim,0.21571779837336863,2016
RJ,Nilópolis,PT,MARCOS CEZAR BARROS DE CASTRO JUNIOR,Médio,2272,36,Masculino,Negra,Sim,0.9680443118875159,2016
MG,Juiz de Fora,PT,JURACI SCHEFFER,Grande,2264,51,Masculino,Branca,Não,0.14684135426125308,2016
SC,Concórdia,PT,EVANDRO PEGORARO,Médio,2256,42,Masculino,Branca,Sim,0.2446058766128158,2016
RJ,Duque de Caxias,PT,NEI ROBSON DE AZEVEDO,Grande,2250,51,Masculino,Negra,Não,0.08230603211764276,2016
PA,Cametá,PT,KLEDISON HERADITO ANDRADE TELES,Médio,2248,44,Masculino,Branca,Sim,0.134699502666427,2016
SP,Campinas,PT,CARLOS ROBERTO DE OLIVEIRA,Grande,2241,58,Masculino,Negra,Sim,0.10967015758050308,2016
RN,Natal,PT,MARIA DIVANEIDE BASÍLIO,Grande,2236,38,Feminino,Negra,Não,0.09637931034482759,2016
SP,Bauru,PT,ESTELA ALEXANDRE ALMAGRO,Grande,2235,45,Feminino,Negra,Não,0.75,2016
CE,Itapipoca,PT,FRANCISCA ESLA SOARES MOTA,Médio,2224,33,Feminino,Branca,Sim,0.42491402369124953,2016
RS,Caxias do Sul,PT,RODRIGO MOREIRA BELTRÃO,Grande,2218,37,Masculino,Branca,Sim,0.1450147106897679,2016
PA,Belém,PT,MILENE RISUENHO LAUANDE,Grande,2212,43,Feminino,Branca,Não,0.10343698854337152,2016
MA,Imperatriz,PT,AURELIO GOMES DA SILVA,Médio,2209,38,Masculino,Negra,Sim,0.7162775616083009,2016
PR,Foz do Iguaçu,PT,FERNANDO HENRIQUE TRICHES DUSO,Médio,2205,37,Masculino,Branca,Não,0.47045018135267763,2016
RS,Santa Maria,PT,CELITA DA SILVA,Grande,2201,55,Feminino,Branca,Sim,0.10156430252411056,2016
SP,São Bernardo do Campo,PT,LUIZ FRANCISCO DA SILVA,Grande,2198,55,Masculino,Negra,Não,0.051925348452634065,2016
ES,Cariacica,PT,CELSO ANDREON,Grande,2186,43,Masculino,Branca,Sim,0.1687118931851509,2016
RS,Canoas,PT,MARIA EUNICE DIAS WOLF,Grande,2186,58,Feminino,Branca,Sim,0.09371115016933168,2016
SC,Blumenau,PT,JEFFERSON FOREST,Grande,2184,37,Masculino,Branca,Não,0.1670618832708636,2016
CE,Fortaleza,PT,RAIMUNDO JOVANIL PEREIRA OLIVEIRA,Grande,2180,38,Masculino,Negra,Não,0.06078688341744974,2016
BA,Camaçari,PT,JACKSON DOS SANTOS JOSUE,Médio,2167,40,Masculino,Negra,Sim,0.16707787201233615,2016
PA,Cametá,PT,ROSELY PINTO CRUZ,Médio,2165,49,Masculino,Branca,Sim,0.12972616693630534,2016
AC,Rio Branco,PT,ANTONIO LIRA DE MORAIS,Grande,2140,50,Masculino,Negra,Sim,0.0732952015618043,2016
